REF_DATE,GEO,Sex,Age group,Dissatisfied,Going to school,Have not worked in last year,Job leavers,Jobs losers,Never worked,Other reasons,Own illness or disability,Permanent layoff,Personal or family reasons,Retired,Temporary layoff
2003,Newfoundland and Labrador,Females,2,700.0,0.0,48100.0,8200.0,23700.0,5500.0,2600.0,600.0,21600.0,1500.0,0.0,2000.0
2003,Newfoundland and Labrador,Females,3,0.0,0.0,31300.0,1800.0,4500.0,2400.0,0.0,0.0,4000.0,0.0,1000.0,0.0
2003,Newfoundland and Labrador,Females,4,0.0,0.0,49800.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Newfoundland and Labrador,Males,1,600.0,9800.0,3800.0,13000.0,14500.0,10600.0,1500.0,0.0,13800.0,0.0,0.0,0.0
2003,Newfoundland and Labrador,Males,2,600.0,1300.0,25400.0,5600.0,36800.0,1400.0,700.0,500.0,32400.0,0.0,0.0,4400.0
2003,Newfoundland and Labrador,Males,3,0.0,0.0,24600.0,1700.0,7200.0,0.0,0.0,0.0,6400.0,0.0,1100.0,0.0
2003,Newfoundland and Labrador,Males,4,0.0,0.0,51100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Nova Scotia,Females,1,2600.0,13600.0,6400.0,22500.0,8200.0,13100.0,4300.0,0.0,8000.0,1300.0,0.0,0.0
2003,Nova Scotia,Females,2,2800.0,1100.0,69400.0,12300.0,20600.0,6600.0,2800.0,2000.0,18300.0,2600.0,0.0,2400.0
2003,Nova Scotia,Females,3,0.0,0.0,57900.0,3700.0,3400.0,3400.0,0.0,0.0,3000.0,0.0,2300.0,0.0
2003,Nova Scotia,Females,4,0.0,0.0,114600.0,1000.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Nova Scotia,Males,1,2600.0,14400.0,4900.0,20000.0,13800.0,15600.0,1700.0,0.0,13100.0,0.0,0.0,0.0
2003,Nova Scotia,Males,2,1800.0,1900.0,32900.0,9100.0,28600.0,4000.0,1900.0,2000.0,24100.0,0.0,0.0,4600.0
2003,Nova Scotia,Males,3,0.0,0.0,40400.0,3700.0,6100.0,0.0,0.0,0.0,5300.0,0.0,2800.0,0.0
2003,Nova Scotia,Males,4,0.0,0.0,95500.0,2300.0,0.0,1000.0,0.0,0.0,0.0,0.0,1800.0,0.0
2003,Ontario,Females,1,36000.0,171200.0,72500.0,241400.0,74600.0,288200.0,13300.0,3600.0,72800.0,15300.0,0.0,0.0
2003,Ontario,Females,2,32500.0,23400.0,706500.0,172000.0,177000.0,204800.0,29200.0,25600.0,164100.0,53000.0,6800.0,12800.0
2003,Ontario,Females,3,3700.0,0.0,481900.0,52000.0,26500.0,60800.0,5200.0,5200.0,24700.0,1500.0,33400.0,0.0
2003,Ontario,Females,4,0.0,0.0,1268600.0,16700.0,4800.0,250400.0,0.0,0.0,4700.0,0.0,13600.0,0.0
2003,Ontario,Males,1,38700.0,178600.0,83200.0,241600.0,113200.0,276800.0,11600.0,4800.0,106800.0,6000.0,0.0,6400.0
2003,Ontario,Males,2,28700.0,24000.0,314600.0,111500.0,193800.0,67600.0,23600.0,22600.0,171500.0,6800.0,5400.0,22200.0
2003,Ontario,Males,3,0.0,0.0,347500.0,48000.0,28000.0,10400.0,4100.0,7800.0,24800.0,0.0,30400.0,3200.0
2003,Ontario,Males,4,0.0,0.0,1060700.0,30700.0,6000.0,30000.0,0.0,3200.0,5900.0,0.0,25800.0,0.0
2003,Prince Edward Island,Females,1,200.0,3300.0,500.0,4300.0,2000.0,800.0,200.0,0.0,2000.0,0.0,0.0,0.0
2003,Prince Edward Island,Females,2,0.0,500.0,5600.0,1600.0,5900.0,500.0,0.0,200.0,5500.0,200.0,0.0,400.0
2003,Prince Edward Island,Females,3,0.0,0.0,5600.0,600.0,1200.0,400.0,0.0,0.0,1100.0,0.0,200.0,0.0
2003,Prince Edward Island,Females,4,0.0,0.0,16600.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Prince Edward Island,Males,1,200.0,2600.0,200.0,3200.0,3100.0,800.0,0.0,0.0,3000.0,0.0,0.0,0.0
2003,Prince Edward Island,Males,2,0.0,0.0,2100.0,1200.0,6600.0,0.0,200.0,0.0,6000.0,0.0,0.0,800.0
2003,Prince Edward Island,Males,3,0.0,0.0,4200.0,800.0,1600.0,0.0,0.0,0.0,1500.0,0.0,400.0,0.0
2003,Prince Edward Island,Males,4,0.0,0.0,13400.0,400.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
2003,Quebec,Females,1,16400.0,89500.0,41600.0,125600.0,55200.0,155400.0,7000.0,0.0,52000.0,8200.0,0.0,3200.0
2003,Quebec,Females,2,21300.0,14700.0,480000.0,105300.0,151800.0,97800.0,19000.0,23600.0,135800.0,20200.0,5500.0,16000.0
2003,Quebec,Females,3,0.0,0.0,426500.0,32200.0,30000.0,52300.0,0.0,3800.0,26200.0,0.0,22000.0,3800.0
2003,Quebec,Females,4,0.0,0.0,758300.0,6500.0,0.0,238700.0,0.0,0.0,0.0,0.0,4500.0,0.0
2003,Quebec,Males,1,18200.0,104800.0,40400.0,135000.0,90000.0,147600.0,1800.0,3800.0,80800.0,1900.0,0.0,9400.0
2003,Quebec,Males,2,19200.0,12600.0,252000.0,73400.0,187400.0,49600.0,15400.0,18600.0,160000.0,0.0,4500.0,27400.0
2003,Quebec,Males,3,0.0,0.0,287400.0,29200.0,38500.0,8100.0,0.0,5900.0,33400.0,0.0,18800.0,5200.0
2003,Quebec,Males,4,0.0,0.0,688900.0,16100.0,0.0,10400.0,0.0,0.0,0.0,0.0,14900.0,0.0
2003,Saskatchewan,Females,1,2000.0,14600.0,8900.0,20000.0,7600.0,18900.0,1500.0,0.0,7600.0,1300.0,0.0,0.0
2003,Saskatchewan,Females,2,2600.0,2600.0,42000.0,12700.0,11600.0,7900.0,1600.0,1600.0,10900.0,2900.0,0.0,0.0
2003,Saskatchewan,Females,3,0.0,0.0,31500.0,3600.0,2500.0,2600.0,0.0,0.0,2500.0,0.0,2100.0,0.0
2003,Saskatchewan,Females,4,0.0,0.0,115200.0,1400.0,0.0,22800.0,0.0,0.0,0.0,0.0,1000.0,0.0
2003,Saskatchewan,Males,1,2800.0,15900.0,5400.0,20900.0,11500.0,16200.0,500.0,0.0,10800.0,0.0,0.0,0.0
2003,Saskatchewan,Males,2,1700.0,2100.0,17000.0,9200.0,15600.0,2600.0,700.0,2000.0,13800.0,0.0,0.0,1800.0
2003,Saskatchewan,Males,3,0.0,0.0,21500.0,2500.0,2800.0,0.0,0.0,0.0,2600.0,0.0,1600.0,0.0
2003,Saskatchewan,Males,4,0.0,0.0,90700.0,4000.0,1100.0,2400.0,0.0,0.0,1000.0,0.0,3600.0,0.0
2004,Alberta,Females,1,11300.0,36600.0,27100.0,63200.0,16600.0,59400.0,1600.0,0.0,16200.0,9100.0,0.0,0.0
2004,Alberta,Females,2,12400.0,9900.0,177400.0,61700.0,39600.0,26300.0,10000.0,7800.0,37800.0,18100.0,0.0,0.0
2004,Alberta,Females,3,0.0,0.0,91400.0,11400.0,5700.0,8200.0,0.0,1500.0,5600.0,0.0,5000.0,0.0
2004,Alberta,Females,4,0.0,0.0,256700.0,5200.0,0.0,48000.0,0.0,0.0,0.0,0.0,4400.0,0.0
2004,Alberta,Males,1,11600.0,44000.0,17900.0,65000.0,25400.0,52000.0,2100.0,0.0,24000.0,1500.0,0.0,0.0
2004,Alberta,Males,2,10400.0,7700.0,55200.0,36800.0,40600.0,11300.0,6200.0,7000.0,34500.0,1600.0,0.0,6000.0
2004,Alberta,Males,3,0.0,0.0,54500.0,10800.0,2800.0,0.0,0.0,0.0,2700.0,0.0,6200.0,0.0
2004,Alberta,Males,4,0.0,0.0,216500.0,9400.0,0.0,5200.0,0.0,0.0,0.0,0.0,6700.0,0.0
2004,British Columbia,Females,1,11200.0,45000.0,34800.0,74100.0,26300.0,103700.0,6300.0,0.0,25400.0,7600.0,0.0,0.0
2004,British Columbia,Females,2,10100.0,10900.0,269200.0,67200.0,69000.0,41600.0,16700.0,10200.0,65000.0,16600.0,0.0,4000.0
2004,British Columbia,Females,3,0.0,0.0,199400.0,20900.0,15300.0,16800.0,0.0,3100.0,14800.0,0.0,10600.0,0.0
2004,British Columbia,Females,4,0.0,0.0,475000.0,5100.0,0.0,70000.0,0.0,0.0,0.0,0.0,4100.0,0.0
2004,British Columbia,Males,1,10600.0,59200.0,32800.0,78100.0,40400.0,112900.0,2100.0,0.0,38500.0,0.0,0.0,0.0
2004,British Columbia,Males,2,9000.0,10500.0,135800.0,49400.0,67200.0,18700.0,12900.0,12400.0,60100.0,1500.0,0.0,7000.0
2004,British Columbia,Males,3,0.0,0.0,136800.0,23700.0,13800.0,0.0,4400.0,3800.0,12000.0,0.0,11900.0,0.0
2004,British Columbia,Males,4,0.0,0.0,415600.0,11900.0,0.0,8000.0,0.0,0.0,0.0,0.0,9100.0,0.0
2004,Manitoba,Females,1,2600.0,10600.0,7800.0,16600.0,7800.0,23400.0,600.0,0.0,7400.0,1500.0,0.0,0.0
2004,Manitoba,Females,2,2600.0,2100.0,49800.0,15200.0,12500.0,11900.0,2200.0,2400.0,11600.0,4600.0,0.0,1000.0
